"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03"
"Providence, RI",38,289000,279900,279000,275900,275900,272000,270000,274900,269000,259900,259000,249900,249900,249000,247000,239900,240000,245000,239975,239900,239900,235000,229900,229000,229900,229500,234900,239900,239900,243950,239900,240450,244900,244900,244900,239995,239900,244900,245900,254000,258000,259900,259000,259000,259900,259000,255000,254900,249900,259000,259000,264900,269900,269000,269900,269000,265000,259900,259900,254900,253000,257000,257700,260000,269900,274900,278500,275000,269900,269900,269900,269000,268000,265000,270000,275000,285000,289000,289900,285000,284900,284900,279900,275000,274900,279900,289000,299900,305000,309900,3e+05,299900,299900,299000,299000,297200,294900,299000,299900,314100,315000,319900,319900,319900,319900,315000,309949.5,309000,3e+05,310000,320000
"Milwaukee, WI",39,198850,199000,199800,199700,199900,199900,199000,199847,197500,195900,189900,185000,180000,183790,179900,180000,185000,184900,184900,184900,179900,175000,172000,169900,168000,164900,165510,168700,169900,169900,169000,166500,164900,164900,164900,159900,160000,169900,173900,176400,179900,184000,184900,179900,179900,179900,179900,174900,169900,169900,174900,183900,189900,195000,194900,194900,193500,189900,184900,179900,179900,184300,187500,194900,209900,209000,209625,204900,206490,2e+05,199900,195000,194900,197800,199999.5,214900,219000,224900,238900,234900,229900,229900,225000,221999.5,219900,225000,224950,224900,229900,234900,225900,224900,219900,215200,214700,205000,209900,219000,225000,234900,239900,245000,243450,239900,239500,239900,235000,235000,239900,249000,250000
"Jacksonville, FL",40,189900,189000,187500,184500,179990,179500,178050,178900,176770,175000,179000,174900,172500,169900,170000,169900,174000,174900,174900,174000,170000,170000,170000,169900,169900,169900,170990,172990,172990,175000,178900,176990,175000,178990,179900,179990,184990,188000,198600,199990,208990,210000,205000,2e+05,199900,199900,196990,194900,195990,199900,201990,209000,215000,215000,214900,214990,214950,210000,211990,209990,213900,213000,214900,219900,221925,224900,224900,225990,227990,224990,225000,225990,229000,229000,237500,239999.5,242174.5,245900,239000,235000,235000,235000,233000,232000,238000,242500,249900,254900,259000,258990,258103,255625,259900,260000,263990,263990,264900,269900,269900,269900,270900,271900,269900,268990,267995,265649,265000,266455.5,264990,267900,268990
"Memphis, TN",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152500,150000,153000,148975,150000,155000,155000,159000,157900,159000,155000,150000,149650,149000,149900,147500,150000,155000,164900,168900,169900,159900,155000,157000,155000,152900,153000,152000,155000,164900,169900,172000,178000,175000,174500,174900,169999.5,167900,160000,159950,165000,172000,179900,179900,185000,185000,187931.5,187000,182900,174500,169900,169900,178100,187900,190000,195700,197420,196900,199500,196900,195000,189900,188200,189000,191725
"Oklahoma City, OK",42,154992.5,155783,156900,155900,157400,155750,154900,154000,154900,154000,152500,150000,149900,147900,150000,150412.5,154000,150900,149900,149500,149900,149941,149974.5,149900,149574,149900,150000,150000,154900,155000,153136,154900,153000,153900,155000,154900,155000,158000,156183,159900,159900,162000,162500,160001.5,164900,165000,169500,169900,169900,170998,169990,175930,177000,175900,176000,177500,174900,172900,175930,176990,183500,184190,185373,191900,195000,197982,197900,197572.5,196945,196450,199445,199900,199900,199990,199564.5,199900,199900,199900,199900,199900,199900,199053,2e+05,208934,207946.5,206831.5,203900,207000,209788.5,207954.5,209900,205000,210995,209000,209374,216647,215250,219900,221990,224990,223340,223348,220000,220000,219900,219900,219900,219326,220923,217500,218500
"Louisville-Jefferson County, KY",43,156900,151250,149900,149900,149900,149900,150000,150000,149900,149900,149900,145000,144900,144900,144900,142867,149900,146900,145000,147500,148900,144900,144900,139900,139900,139900,140000,140000,139900,141000,139995,140000,140000,140000,139900,139900,139900,139900,140000,144900,145000,145000,145000,139997,141500,142900,142900,140000,139900,144500,149500,150000,158000,158750,155000,155356.5,155000,157500,155000,154900,150000,159000,159900,164925,169900,169900,169500,169000,169750,169900,169900,169250,164900,164900,169715,178500,179900,182500,182000,179900,179900,179900,179900,175000,174900,179900,187500,199900,204500,199900,204450,2e+05,2e+05,199900,199900,199000,203990,216900,219900,224900,227900,229900,223990,219900,220000,224000,222000,219900,219000,222500,228000
"Hartford, CT",44,249900,249000,249900,249900,249900,249900,249900,249900,244900,242900,239900,237150,234500,234900,239000,239900,242900,245950,239900,239900,235000,229900,229900,229900,229900,229900,229900,229900,235000,238900,234900,229900,229900,229900,229000,224900,224900,225000,229900,239900,239900,239900,239500,234500,230000,229900,229000,225000,222900,224900,229500,239000,239900,239900,239900,238900,235900,234900,232900,229900,229900,229900,235000,239900,244900,245000,247700,239900,239900,239900,239900,237900,235000,239000,239900,249000,249900,249900,249900,249900,249900,248125,245000,239900,239900,244900,249900,254900,259900,259900,254000,249900,249999.5,249900,249900,249000,249000,249500,249900,249900,255000,259900,255000,249900,249900,249900,249900,244949.5,244900,247500,254500
"Richmond, VA",45,219950,219500,217500,215000,219875,219000,214950,210000,209950,208000,209000,199950,197500,194500,199000,199000,199950,199900,199000,198990,195000,194950,191700,187900,185400,185250,189900,189950,194950,195000,194950,193970,195000,199000,199500,199495,199000,199900,2e+05,210000,215000,219000,215000,213950,210000,209900,199999,199950,2e+05,209900,212990,219500,219900,224512.5,224950,224900,220000,219999,220000,215900,219900,224500,228000,234995,238500,239990,239900,239950,240000,240000,240000,248950,249500,239950,250000,259950,264492.5,264950,259990,259000,264999,259950,260000,269000,265000,269950,274900,279990,287020,285000,285000,285000,289000,286905,289000,286050,293565,291950,291755,295000,299900,296990,297370,296741.5,294900,289950,290000,290987,290632.5,299900,299999.5
"New Orleans, LA",46,189000,189000,189800,189000,189000,188000,186000,185000,181900,179900,180000,179000,176000,175000,179000,179000,179000,175000,173500,170000,169900,165000,165000,165000,166000,165000,164000,164900,162000,164000,165000,165000,168900,169000,170000,169900,169900,170000,175000,181300,179900,179900,179000,175000,175000,174999.5,175000,175000,171100,172900,175000,179900,184999,185000,184500,182500,179900,179900,179900,179000,182800,185000,189500,189900,197000,199000,198000,197100,195000,192000,194900,199000,199000,205000,215000,225000,229000,234900,230000,229900,232500,236900,235000,239000,239500,225000,226739,235000,240000,245000,244900,240000,240000,244900,245000,239900,239000,239900,245000,249838.5,250250,250000,253650,254900,251500,250000,253500,250000,250000,250000,257000
"Buffalo, NY",47,134900,137900,139900,139900,141900,140000,139900,139900,139900,135500,135200,134900,134900,136900,137000,135600,139900,139999,140000,139900,139900,139900,139900,139900,139900,142900,145000,145900,147900,144900,142000,144900,144900,139900,139999,139900,139900,139900,139900,144900,142000,144900,140000,139900,139900,139900,134999,133777,130000,135000,139900,139900,144900,149900,149900,145900,144900,144500,144900,139900,139900,140000,144900,147900,149900,150000,149900,149900,149900,149000,144900,140500,139999,140000,142000,149500,154900,158900,149999,149900,149900,148500,147500,145250,145700,147950,149900,158000,159900,159900,160000,159900,159900,159900,150000,149900,149900,149900,154900,159900,163800.5,169900,169900,169900,167900,164900,161900,159900,159900,159900,164900
"Raleigh, NC",48,229900,229000,225000,225000,225957,225000,220000,220000,220000,220000,220000,219900,217000,215000,214900,217000,219900,219873,218500,218900,215000,216900,215000,214900,212485,215000,219900,219900,219000,215990,214900,214940.5,212990,214000,212900,212900,215000,219900,225000,229900,233900,238000,236210,235000,235990,239500,235995,236990,240000,245000,248870,245000,249700,249500,248900,249900,249900,249900,250000,249900,249977.5,252490,257000,262990,270232.5,275000,275000,276990,272153,275000,279000,275000,280000,279765,280000,285000,287900,285000,287785,289945,289900,290000,294900,297500,294945,299900,304990,314900,319900,315382.5,315000,316900,319900,322131,320000,319990,324900,324900,322990,324900,325000,328990,324892,317999.5,320000,319900,319000,319900,317400,318600,319900
"Birmingham, AL",49,164999.5,169900,164900,165900,164900,163900,160000,159900,163400,164900,160000,159900,155000,159900,159900,159900,159900,159900,159900,155000,154900,154500,151900,149900,149900,150000,154900,155000,155900,158000,156950,156900,152500,150000,149900,149900,151900,159000,159900,164900,168900,169900,169900,168200,165000,164900,164900,164900,164900,169900,174450,178000,179900,179900,179900,179900,178000,175000,179900,169900,174900,175000,179900,184900,187900,185000,179900,179900,180146,179900,179900,179900,179900,179900,184900,190000,192900,194500,194900,190000,189900,189900,189900,189900,189900,194900,2e+05,210000,210000,211900,208000,205955,209900,205000,2e+05,199900,199900,208000,214900,219900,225000,225000,224000,220425,220900,219000,218500,219900,228900,229900,239900
"Salt Lake City, UT",50,239900,234900,230000,234492.5,230000,229900,225000,220000,219777,219000,214995,205000,199900,199900,199900,198235,199900,197000,199900,199900,199900,199900,199900,198945,198900,199900,202900,199900,209900,210000,210990,220000,225000,228000,228950,225000,220000,220000,225000,234900,239900,249900,254961,254900,250000,250000,259000,254900,249900,249000,249900,259900,264900,269000,269000,269900,269900,269000,265975,265000,269900,274900,279000,289900,295000,299900,299900,305450,301900,299947.5,299900,299900,299900,3e+05,311900,314900,325000,329900,329990,329900,319900,319900,320000,324900,320000,325000,330950,345000,345000,349000,345000,349000,348999.5,349000,348900,349000,350000,350000,359900,365900,365000,369900,374000,369315,369400,365000,365000,369000,365700,369900,371990
"Rochester, NY",51,139900,139900,143500,144500,144900,145000,143000,139900,139900,139900,139900,137900,139000,136900,139900,139000,139900,139900,139900,139900,138900,135000,135000,134900,138497.5,135950,139900,139900,142900,144900,142500,139900,140000,139500,139900,139900,135000,139900,139900,149900,144900,144900,139900,139999,139900,139900,139900,139900,135000,134900,139700,142999.5,144900,145000,144900,139900,139900,139900,139900,134000,130000,133200,136900,137900,140000,143000,144900,139900,137200,134900,134900,132500,129900,134900,139900,149900,152900,154900,147900,144900,142500,139900,139900,138650,134950,134900,139900,144900,149900,149900,150000,149900,149000,144950,144250,140000,144900,148900,150000,159900,162700,164900,159900,159900,159900,155500,154900,150000,154900,158900,159900
"Grand Rapids, MI",52,129900,129900,129900,129995,129999,129900,129900,129900,129900,129900,129800,124900,124900,124900,124900,124900,129725,129900,129900,129900,129900,129900,129500,124900,124900,124900,129750,129900,129900,129900,130000,131900,129900,129900,129900,129900,134900,135000,135950,139900,139900,144900,145000,144900,142900,139900,139900,134900,137900,139900,144900,149900,155000,156950,155000,155900,156900,149900,149900,149000,149900,149900,158900,163000,168000,169900,169900,169900,169900,169900,169750,168600,169900,174900,184900,189900,195000,195000,198700,195900,199900,196932.5,194900,199900,2e+05,212700,214900,219900,220000,224900,225000,225000,225000,224900,224900,229900,234900,239900,241900,250900,249000,247250,245900,244900,247900,249900,249900,250000,251900,258900,264400
"Tucson, AZ",53,206000,2e+05,199900,198500,194500,192900,189000,185000,185000,179900,179000,179000,174900,172900,169900,164500,159990,159900,159000,159000,154900,157500,159000,158000,159000,159500,159500,160000,162500,164900,166990,168500,167000,169900,170000,175000,174900,174900,175000,179000,180000,184900,189000,189500,189900,189900,189900,189900,190000,192900,194900,195476,199000,199000,198000,198000,199000,199000,199000,199000,199000,199900,2e+05,199250,2e+05,199990,199000,199000,199500,199900,199000,196789,199000,199000,199900,2e+05,207462.5,209000,207900,205000,209000,210000,215000,214900,215000,219500,220000,222496.5,225000,225000,225000,229000,229000,229900,232000,230000,232990,235000,232990,237000,237500,235000,239000,235000,235000,239800,240000,239900,242000,239900,247000
"Urban Honolulu, HI",54,490000,486000,475000,475000,485000,485000,488000,535000,475450,464900,465000,460000,454000,432000,445000,449000,450000,449578.5,450000,459300,455000,450000,435000,435000,435000,432800,444900,449000,449900,449000,450000,456304.5,450000,454000,450000,453630,459000,475000,463250,472762,475000,459000,495000,499000,499000,495000,5e+05,509500,499000,507000,5e+05,502000,510000,504400,510000,524950,522450,510000,525000,530000,546596,550000,549000,539900,550000,565000,569000,579200,578000,585000,587500,590000,590000,535000,590000,599000,599000,625000,627475,625000,630000,625000,630000,637750,635000,625000,625000,640000,645000,648500,632000,630000,635000,630000,629000,639000,630000,625000,615000,620000,630750,641250,638000,645000,640000,635000,642000,649000,645500,639500,649000
"Tulsa, OK",55,154500,150000,149999.5,150000,156250,156900,152500,150000,152000,153500,154900,150000,149900,150000,150000,149900,150000,150000,149900,149000,144900,142800,140000,139900,139500,144000,145000,144900,144900,145980,144990,146510.5,145000,144900,143332,142545,141924,145990,147271,149900,149995,150000,149988,150000,150000,150257,150000,150112,149900,149900,152788.5,154900,159000,159400,159900,163900,164900,163000,161900,162000,165000,165000,165000,165000,169000,169500,168000,167485,168900,168500,167475,167000,170570,169000,169900,174500,175746,179900,179900,179900,179000,179900,179900,179900,177450,179900,184888,189900,194900,199000,197000,198000,195000,194000,192995,192000,189900,192900,189900,190000,194000,195000,195000,190000,191885,192000,190000,189900,189974.5,190000,199000
